,id,fly_from,fly_to,airline,flight,date,departure_time,arrival_time,price
1399,1400,SYD,BNE,Qantas,QF863,22/11/24,06:18,07:48,232
1400,1401,SYD,BNE,Virgin,VA536,22/10/03,15:33,17:03,272
1401,1402,SYD,BNE,Virgin,VA450,22/11/15,18:24,19:54,99
1402,1403,SYD,BNE,Virgin,VA210,22/10/22,23:54,01:24,145
1403,1404,SYD,BNE,Qantas,QF259,22/10/31,18:21,19:51,306
1404,1405,SYD,BNE,Virgin,VA694,22/11/01,19:21,20:51,437
1405,1406,SYD,BNE,Virgin,VA361,22/09/24,13:05,14:35,68
1406,1407,SYD,BNE,Virgin,VA125,22/12/15,15:14,16:44,139
1407,1408,SYD,BNE,Jetstar,JQ724,22/12/20,07:31,09:01,425
1408,1409,SYD,BNE,Qantas,QF516,22/10/26,11:43,13:13,226
1409,1410,SYD,BNE,Qantas,QF397,22/12/12,18:42,20:12,268
1410,1411,SYD,BNE,Virgin,VA804,22/10/24,20:01,21:31,111
1411,1412,SYD,BNE,Virgin,VA879,22/10/13,15:04,16:34,179
1412,1413,SYD,BNE,Virgin,VA279,22/11/09,23:22,00:52,469
1413,1414,SYD,BNE,Virgin,VA602,22/12/05,16:16,17:46,93
1414,1415,SYD,BNE,Virgin,VA377,22/11/19,06:26,07:56,416
1415,1416,SYD,BNE,Qantas,QF760,22/12/21,11:20,12:50,212
1416,1417,SYD,BNE,Jetstar,JQ876,22/10/12,21:19,22:49,58
1417,1418,SYD,BNE,Virgin,VA864,22/11/30,08:48,10:18,315
1418,1419,SYD,BNE,Qantas,QF771,22/12/19,16:19,17:49,96
1419,1420,SYD,BNE,Virgin,VA294,22/10/07,08:02,09:32,190
1420,1421,SYD,BNE,Qantas,QF442,22/11/08,12:58,14:28,338
1421,1422,SYD,BNE,Jetstar,JQ218,22/09/15,11:40,13:10,453
1422,1423,SYD,BNE,Qantas,QF816,22/09/19,18:06,19:36,335
1423,1424,SYD,BNE,Qantas,QF930,22/10/19,23:35,01:05,405
1424,1425,SYD,BNE,Qantas,QF124,22/12/24,14:57,16:27,211
1425,1426,SYD,BNE,Qantas,QF807,22/12/06,22:15,23:45,250
1426,1427,SYD,BNE,Jetstar,JQ588,22/12/05,17:23,18:53,184
1427,1428,SYD,BNE,Jetstar,JQ262,22/10/25,20:59,22:29,478
1428,1429,SYD,BNE,Jetstar,JQ357,22/12/29,12:38,14:08,84
1429,1430,SYD,BNE,Virgin,VA919,22/11/03,17:37,19:07,268
1430,1431,SYD,BNE,Jetstar,JQ739,22/11/16,16:14,17:44,452
1431,1432,SYD,BNE,Virgin,VA310,22/11/01,21:50,23:20,209
1432,1433,SYD,BNE,Virgin,VA128,22/10/16,17:48,19:18,461
1433,1434,SYD,BNE,Virgin,VA475,22/11/18,22:28,23:58,427
1434,1435,SYD,BNE,Qantas,QF168,22/10/16,17:51,19:21,439
1435,1436,SYD,BNE,Jetstar,JQ244,22/12/20,13:12,14:42,211
1436,1437,SYD,BNE,Jetstar,JQ228,22/12/23,07:10,08:40,192
1437,1438,SYD,BNE,Virgin,VA932,22/12/04,09:51,11:21,358
1438,1439,SYD,BNE,Qantas,QF527,22/12/28,12:45,14:15,99
1439,1440,SYD,BNE,Virgin,VA786,22/10/19,19:59,21:29,149
1440,1441,SYD,BNE,Qantas,QF901,22/11/03,21:22,22:52,444
1441,1442,SYD,BNE,Qantas,QF490,22/11/28,11:51,13:21,402
1442,1443,SYD,BNE,Virgin,VA230,22/11/14,18:12,19:42,462
1443,1444,SYD,BNE,Qantas,QF489,22/12/16,19:42,21:12,129
1444,1445,SYD,BNE,Virgin,VA596,22/10/11,06:07,07:37,401
1445,1446,SYD,BNE,Qantas,QF857,22/10/05,23:06,00:36,194
1446,1447,SYD,BNE,Qantas,QF198,22/11/12,06:13,07:43,371
1447,1448,SYD,BNE,Qantas,QF796,22/09/26,19:04,20:34,244
1448,1449,SYD,BNE,Jetstar,JQ233,22/09/14,11:13,12:43,456
1449,1450,SYD,BNE,Qantas,QF647,22/10/06,10:34,12:04,337
1450,1451,SYD,BNE,Jetstar,JQ509,22/10/08,08:12,09:42,413
1451,1452,SYD,BNE,Qantas,QF961,22/11/09,15:17,16:47,499
1452,1453,SYD,BNE,Jetstar,JQ236,22/10/07,22:26,23:56,463
1453,1454,SYD,BNE,Qantas,QF633,22/09/15,21:24,22:54,351
1454,1455,SYD,BNE,Virgin,VA632,22/12/25,20:23,21:53,216
1455,1456,SYD,BNE,Qantas,QF199,22/10/05,22:21,23:51,96
1456,1457,SYD,BNE,Jetstar,JQ190,22/11/07,07:43,09:13,195
1457,1458,SYD,BNE,Qantas,QF260,22/12/21,08:44,10:14,123
1458,1459,SYD,BNE,Jetstar,JQ245,22/11/05,07:39,09:09,335
1459,1460,SYD,BNE,Jetstar,JQ306,22/12/07,16:00,17:30,490
1460,1461,SYD,BNE,Jetstar,JQ636,22/10/10,09:23,10:53,104
1461,1462,SYD,BNE,Jetstar,JQ381,22/11/08,14:58,16:28,165
1462,1463,SYD,BNE,Virgin,VA207,22/11/08,06:03,07:33,300
1463,1464,SYD,BNE,Jetstar,JQ768,22/12/23,11:30,13:00,333
1464,1465,SYD,BNE,Jetstar,JQ898,22/12/29,17:31,19:01,433
1465,1466,SYD,BNE,Jetstar,JQ948,22/12/24,16:08,17:38,379
1466,1467,SYD,BNE,Virgin,VA811,22/11/21,14:04,15:34,136
1467,1468,SYD,BNE,Virgin,VA286,22/12/16,08:22,09:52,314
1468,1469,SYD,BNE,Jetstar,JQ945,22/09/21,08:18,09:48,489
1469,1470,SYD,BNE,Jetstar,JQ917,22/10/18,10:19,11:49,269
1470,1471,SYD,BNE,Qantas,QF860,22/12/10,22:24,23:54,174
1471,1472,SYD,BNE,Jetstar,JQ616,22/10/05,08:10,09:40,104
1472,1473,SYD,BNE,Jetstar,JQ756,22/12/19,06:36,08:06,87
1473,1474,SYD,BNE,Jetstar,JQ534,22/09/23,17:46,19:16,243
1474,1475,SYD,BNE,Virgin,VA254,22/12/03,16:06,17:36,486
1475,1476,SYD,BNE,Virgin,VA193,22/09/19,06:39,08:09,105
1476,1477,SYD,BNE,Virgin,VA973,22/12/08,16:04,17:34,79
1477,1478,SYD,BNE,Qantas,QF509,22/10/11,10:21,11:51,168
1478,1479,SYD,BNE,Qantas,QF699,22/12/11,15:57,17:27,219
1479,1480,SYD,BNE,Qantas,QF142,22/12/05,18:04,19:34,301
1480,1481,SYD,BNE,Jetstar,JQ380,22/11/10,22:22,23:52,194
1481,1482,SYD,BNE,Jetstar,JQ345,22/12/25,19:05,20:35,272
1482,1483,SYD,BNE,Jetstar,JQ383,22/10/18,19:47,21:17,65
1483,1484,SYD,BNE,Jetstar,JQ443,22/10/10,07:27,08:57,482
1484,1485,SYD,BNE,Qantas,QF879,22/11/16,12:32,14:02,487
1485,1486,SYD,BNE,Virgin,VA186,22/10/01,15:02,16:32,346
1486,1487,SYD,BNE,Jetstar,JQ802,22/09/27,18:24,19:54,101
1487,1488,SYD,BNE,Virgin,VA912,22/11/07,13:56,15:26,428
1488,1489,SYD,BNE,Qantas,QF541,22/09/22,18:18,19:48,163
1489,1490,SYD,BNE,Virgin,VA873,22/11/24,10:38,12:08,412
1490,1491,SYD,BNE,Jetstar,JQ909,22/10/28,09:49,11:19,129
1491,1492,SYD,BNE,Virgin,VA762,22/11/24,12:51,14:21,332
1492,1493,SYD,BNE,Virgin,VA775,22/09/16,12:14,13:44,395
1493,1494,SYD,BNE,Qantas,QF695,22/11/15,17:38,19:08,436
1494,1495,SYD,BNE,Jetstar,JQ640,22/12/28,06:12,07:42,276
1495,1496,SYD,BNE,Qantas,QF767,22/12/13,15:02,16:32,330
1496,1497,SYD,BNE,Qantas,QF941,22/12/04,14:33,16:03,118
1497,1498,SYD,BNE,Jetstar,JQ148,22/11/05,09:41,11:11,173
1498,1499,SYD,BNE,Qantas,QF501,22/10/16,11:48,13:18,390
1499,1500,SYD,BNE,Virgin,VA628,22/10/17,09:59,11:29,257
1500,1501,SYD,BNE,Jetstar,JQ551,22/11/01,23:06,00:36,54
1501,1502,SYD,BNE,Virgin,VA243,22/12/08,17:02,18:32,413
1502,1503,SYD,BNE,Qantas,QF560,22/10/05,16:15,17:45,369
1503,1504,SYD,BNE,Virgin,VA987,22/10/09,19:23,20:53,441
1504,1505,SYD,BNE,Jetstar,JQ793,22/12/09,22:57,00:27,106
1505,1506,SYD,BNE,Qantas,QF471,22/11/05,14:50,16:20,486
1506,1507,SYD,BNE,Jetstar,JQ918,22/10/08,08:08,09:38,278
1507,1508,SYD,BNE,Qantas,QF573,22/11/28,12:37,14:07,433
1508,1509,SYD,BNE,Jetstar,JQ645,22/12/12,19:20,20:50,386
1509,1510,SYD,BNE,Jetstar,JQ310,22/11/23,16:07,17:37,52
1510,1511,SYD,BNE,Qantas,QF751,22/12/25,23:26,00:56,64
1511,1512,SYD,BNE,Virgin,VA977,22/09/16,14:28,15:58,338
1512,1513,SYD,BNE,Qantas,QF372,22/12/11,11:43,13:13,408
1513,1514,SYD,BNE,Jetstar,JQ327,22/11/01,23:44,01:14,283
1514,1515,SYD,BNE,Jetstar,JQ892,22/09/17,15:22,16:52,254
1515,1516,SYD,BNE,Qantas,QF791,22/11/23,17:31,19:01,346
1516,1517,SYD,BNE,Virgin,VA735,22/11/30,20:36,22:06,409
1517,1518,SYD,BNE,Virgin,VA761,22/12/20,15:32,17:02,273
1518,1519,SYD,BNE,Qantas,QF590,22/10/25,08:11,09:41,160
1519,1520,SYD,BNE,Virgin,VA184,22/12/15,18:32,20:02,399
1520,1521,SYD,BNE,Virgin,VA127,22/11/26,14:03,15:33,155
1521,1522,SYD,BNE,Qantas,QF644,22/09/23,14:34,16:04,177
1522,1523,SYD,BNE,Qantas,QF227,22/12/20,21:28,22:58,151
1523,1524,SYD,BNE,Virgin,VA101,22/11/11,12:50,14:20,108
1524,1525,SYD,BNE,Virgin,VA279,22/09/16,18:44,20:14,325
1525,1526,SYD,BNE,Qantas,QF899,22/10/31,23:20,00:50,365
1526,1527,SYD,BNE,Qantas,QF916,22/12/22,18:26,19:56,402
1527,1528,SYD,BNE,Qantas,QF602,22/11/05,20:43,22:13,434
1528,1529,SYD,BNE,Virgin,VA706,22/11/13,15:29,16:59,139
1529,1530,SYD,BNE,Virgin,VA767,22/09/18,20:33,22:03,221
1530,1531,SYD,BNE,Jetstar,JQ567,22/11/20,09:55,11:25,410
1531,1532,SYD,BNE,Jetstar,JQ196,22/09/22,14:13,15:43,87
1532,1533,SYD,BNE,Jetstar,JQ472,22/09/14,15:59,17:29,404
1533,1534,SYD,BNE,Jetstar,JQ350,22/10/20,22:20,23:50,227
1534,1535,SYD,BNE,Qantas,QF939,22/10/31,15:31,17:01,245
1535,1536,SYD,BNE,Virgin,VA323,22/11/07,13:44,15:14,61
1536,1537,SYD,BNE,Jetstar,JQ468,22/11/01,21:42,23:12,163
1537,1538,SYD,BNE,Jetstar,JQ872,22/12/11,21:16,22:46,343
1538,1539,SYD,BNE,Virgin,VA291,22/10/01,16:41,18:11,469
1539,1540,SYD,BNE,Qantas,QF159,22/11/13,07:30,09:00,373
1540,1541,SYD,BNE,Jetstar,JQ288,22/12/25,21:11,22:41,156
1541,1542,SYD,BNE,Virgin,VA113,22/10/16,23:23,00:53,495
1542,1543,SYD,BNE,Jetstar,JQ871,22/11/08,22:26,23:56,239
1543,1544,SYD,BNE,Virgin,VA232,22/10/04,10:50,12:20,157
1544,1545,SYD,BNE,Qantas,QF970,22/10/18,07:28,08:58,173
1545,1546,SYD,BNE,Jetstar,JQ328,22/11/11,13:19,14:49,462
1546,1547,SYD,BNE,Virgin,VA755,22/09/19,06:40,08:10,339
1547,1548,SYD,BNE,Virgin,VA644,22/11/23,12:55,14:25,110
1548,1549,SYD,BNE,Virgin,VA707,22/09/20,21:45,23:15,494
1549,1550,SYD,BNE,Virgin,VA972,22/12/19,09:35,11:05,417
1550,1551,SYD,BNE,Qantas,QF256,22/09/30,10:35,12:05,407
1551,1552,SYD,BNE,Jetstar,JQ812,22/10/04,22:11,23:41,416
1552,1553,SYD,BNE,Qantas,QF685,22/12/02,15:14,16:44,433
1553,1554,SYD,BNE,Jetstar,JQ386,22/11/30,15:46,17:16,69
1554,1555,SYD,BNE,Qantas,QF183,22/09/19,14:02,15:32,430
1555,1556,SYD,BNE,Jetstar,JQ960,22/11/25,14:35,16:05,480
1556,1557,SYD,BNE,Jetstar,JQ265,22/09/17,22:22,23:52,94
1557,1558,SYD,BNE,Virgin,VA439,22/12/29,11:36,13:06,496
1558,1559,SYD,BNE,Virgin,VA661,22/09/29,12:38,14:08,292
1559,1560,SYD,BNE,Qantas,QF867,22/09/23,09:23,10:53,249
1560,1561,SYD,BNE,Virgin,VA912,22/09/14,18:07,19:37,95
1561,1562,SYD,BNE,Virgin,VA525,22/09/15,19:41,21:11,243
1562,1563,SYD,BNE,Qantas,QF381,22/12/21,12:26,13:56,440
1563,1564,SYD,BNE,Jetstar,JQ834,22/11/16,20:39,22:09,323
1564,1565,SYD,BNE,Virgin,VA806,22/09/19,17:28,18:58,173
1565,1566,SYD,BNE,Jetstar,JQ457,22/11/04,12:16,13:46,371
1566,1567,SYD,BNE,Jetstar,JQ913,22/12/25,14:53,16:23,362
1567,1568,SYD,BNE,Jetstar,JQ782,22/12/29,21:14,22:44,383
1568,1569,SYD,BNE,Qantas,QF813,22/09/18,13:44,15:14,248
1569,1570,SYD,BNE,Qantas,QF763,22/10/24,09:22,10:52,390
1570,1571,SYD,BNE,Virgin,VA696,22/10/15,17:09,18:39,114
1571,1572,SYD,BNE,Virgin,VA853,22/11/22,16:40,18:10,138
1572,1573,SYD,BNE,Jetstar,JQ154,22/09/25,16:38,18:08,283
1573,1574,SYD,BNE,Qantas,QF284,22/10/01,19:05,20:35,355
1574,1575,SYD,BNE,Qantas,QF240,22/11/26,12:34,14:04,162
1575,1576,SYD,BNE,Virgin,VA467,22/12/17,17:46,19:16,110
1576,1577,SYD,BNE,Qantas,QF842,22/10/30,20:01,21:31,312
1577,1578,SYD,BNE,Virgin,VA581,22/11/21,21:21,22:51,273
1578,1579,SYD,BNE,Jetstar,JQ551,22/10/20,20:22,21:52,177
1579,1580,SYD,BNE,Qantas,QF335,22/10/13,07:59,09:29,185
1580,1581,SYD,BNE,Virgin,VA600,22/09/16,11:04,12:34,252
1581,1582,SYD,BNE,Qantas,QF807,22/09/28,17:21,18:51,305
1582,1583,SYD,BNE,Virgin,VA134,22/11/16,11:30,13:00,72
1583,1584,SYD,BNE,Qantas,QF512,22/12/02,18:18,19:48,314
1584,1585,SYD,BNE,Virgin,VA204,22/11/24,20:37,22:07,99
1585,1586,SYD,BNE,Qantas,QF611,22/12/24,12:01,13:31,479
1586,1587,SYD,BNE,Virgin,VA635,22/10/29,09:33,11:03,106
1587,1588,SYD,BNE,Qantas,QF996,22/12/09,10:57,12:27,329
1588,1589,SYD,BNE,Jetstar,JQ997,22/09/21,12:49,14:19,90
1589,1590,SYD,BNE,Qantas,QF303,22/11/06,10:36,12:06,351
1590,1591,SYD,BNE,Virgin,VA481,22/10/01,06:54,08:24,53
1591,1592,SYD,BNE,Virgin,VA988,22/12/02,16:29,17:59,53
1592,1593,SYD,BNE,Virgin,VA577,22/09/15,23:23,00:53,204
1593,1594,SYD,BNE,Jetstar,JQ118,22/11/01,18:19,19:49,65
1594,1595,SYD,BNE,Jetstar,JQ174,22/11/01,13:42,15:12,188
1595,1596,SYD,BNE,Virgin,VA988,22/09/28,23:29,00:59,367
1596,1597,SYD,BNE,Jetstar,JQ845,22/12/26,11:38,13:08,217
1597,1598,SYD,BNE,Qantas,QF283,22/12/18,07:39,09:09,389
1598,1599,SYD,BNE,Qantas,QF504,22/09/28,09:28,10:58,373
1599,1600,SYD,BNE,Qantas,QF246,22/11/20,14:31,16:01,314
1600,1601,SYD,BNE,Jetstar,JQ422,22/12/19,23:32,01:02,114
1601,1602,SYD,BNE,Jetstar,JQ975,22/11/13,22:12,23:42,292
1602,1603,SYD,BNE,Qantas,QF292,22/10/31,15:27,16:57,208
1603,1604,SYD,BNE,Virgin,VA671,22/11/30,20:50,22:20,397
1604,1605,SYD,BNE,Jetstar,JQ509,22/12/20,22:42,00:12,264
1605,1606,SYD,BNE,Qantas,QF660,22/11/08,14:09,15:39,413
1606,1607,SYD,BNE,Virgin,VA252,22/12/06,06:01,07:31,85
1607,1608,SYD,BNE,Qantas,QF248,22/10/11,06:29,07:59,162
1608,1609,SYD,BNE,Virgin,VA395,22/09/29,06:38,08:08,355
1609,1610,SYD,BNE,Jetstar,JQ997,22/09/21,13:17,14:47,304
1610,1611,SYD,BNE,Jetstar,JQ352,22/12/29,23:57,01:27,327
1611,1612,SYD,BNE,Virgin,VA223,22/12/09,07:55,09:25,152
1612,1613,SYD,BNE,Jetstar,JQ884,22/12/13,11:30,13:00,243
1613,1614,SYD,BNE,Virgin,VA969,22/11/28,10:40,12:10,79
1614,1615,SYD,BNE,Jetstar,JQ890,22/11/16,18:26,19:56,419
1615,1616,SYD,BNE,Jetstar,JQ727,22/11/28,18:13,19:43,138
1616,1617,SYD,BNE,Qantas,QF110,22/10/24,14:29,15:59,258
1617,1618,SYD,BNE,Virgin,VA662,22/12/28,16:45,18:15,113
1618,1619,SYD,BNE,Qantas,QF619,22/10/05,07:54,09:24,151
1619,1620,SYD,BNE,Jetstar,JQ490,22/12/11,15:48,17:18,60
1620,1621,SYD,BNE,Qantas,QF431,22/12/13,17:27,18:57,165
1621,1622,SYD,BNE,Qantas,QF393,22/11/15,13:29,14:59,430
1622,1623,SYD,BNE,Virgin,VA251,22/11/25,09:12,10:42,86
1623,1624,SYD,BNE,Qantas,QF659,22/11/07,20:47,22:17,312
1624,1625,SYD,BNE,Qantas,QF676,22/12/21,10:15,11:45,451
1625,1626,SYD,BNE,Virgin,VA234,22/12/23,23:17,00:47,68
1626,1627,SYD,BNE,Qantas,QF849,22/12/14,09:47,11:17,483
1627,1628,SYD,BNE,Jetstar,JQ869,22/11/06,09:30,11:00,483
1628,1629,SYD,BNE,Jetstar,JQ701,22/12/29,15:51,17:21,356
1629,1630,SYD,BNE,Qantas,QF458,22/09/19,09:32,11:02,475
1630,1631,SYD,BNE,Jetstar,JQ596,22/11/05,14:30,16:00,360
1631,1632,SYD,BNE,Jetstar,JQ980,22/09/17,17:14,18:44,134
1632,1633,SYD,BNE,Jetstar,JQ159,22/12/25,09:55,11:25,365
1633,1634,SYD,BNE,Jetstar,JQ362,22/10/16,14:01,15:31,319
1634,1635,SYD,BNE,Qantas,QF815,22/11/21,06:14,07:44,482
1635,1636,SYD,BNE,Virgin,VA121,22/12/22,16:29,17:59,269
1636,1637,SYD,BNE,Qantas,QF179,22/12/11,21:53,23:23,226
1637,1638,SYD,BNE,Qantas,QF262,22/11/02,09:11,10:41,289
1638,1639,SYD,BNE,Jetstar,JQ633,22/10/29,15:01,16:31,251
1639,1640,SYD,BNE,Jetstar,JQ232,22/09/25,12:21,13:51,188
1640,1641,SYD,BNE,Jetstar,JQ279,22/12/17,16:35,18:05,142
1641,1642,SYD,BNE,Jetstar,JQ715,22/10/23,23:52,01:22,101
1642,1643,SYD,BNE,Jetstar,JQ422,22/11/20,19:26,20:56,433
1643,1644,SYD,BNE,Virgin,VA313,22/09/15,21:23,22:53,481
1644,1645,SYD,BNE,Virgin,VA974,22/11/07,14:06,15:36,284
1645,1646,SYD,BNE,Virgin,VA541,22/11/13,13:52,15:22,91
1646,1647,SYD,BNE,Virgin,VA856,22/10/08,17:53,19:23,148
1647,1648,SYD,BNE,Virgin,VA244,22/10/05,07:12,08:42,149
1648,1649,SYD,BNE,Virgin,VA861,22/12/15,18:11,19:41,199
1649,1650,SYD,BNE,Virgin,VA395,22/10/20,14:25,15:55,186
1650,1651,SYD,BNE,Jetstar,JQ941,22/10/14,15:04,16:34,374
1651,1652,SYD,BNE,Jetstar,JQ608,22/10/09,21:16,22:46,326
1652,1653,SYD,BNE,Qantas,QF636,22/12/16,16:21,17:51,242
1653,1654,SYD,BNE,Jetstar,JQ985,22/10/29,17:27,18:57,50
1654,1655,SYD,BNE,Jetstar,JQ863,22/09/27,15:06,16:36,430
1655,1656,SYD,BNE,Jetstar,JQ494,22/11/03,09:06,10:36,61
1656,1657,SYD,BNE,Jetstar,JQ604,22/10/21,06:11,07:41,368
1657,1658,SYD,BNE,Qantas,QF784,22/11/11,20:11,21:41,300
1658,1659,SYD,BNE,Virgin,VA939,22/09/24,14:47,16:17,168
1659,1660,SYD,BNE,Qantas,QF475,22/11/01,14:48,16:18,110
1660,1661,SYD,BNE,Jetstar,JQ798,22/12/12,13:18,14:48,177
1661,1662,SYD,BNE,Qantas,QF290,22/12/28,13:45,15:15,405
1662,1663,SYD,BNE,Jetstar,JQ614,22/11/04,22:32,00:02,101
1663,1664,SYD,BNE,Jetstar,JQ254,22/10/29,10:47,12:17,244
1664,1665,SYD,BNE,Qantas,QF288,22/09/19,08:33,10:03,450
1665,1666,SYD,BNE,Jetstar,JQ148,22/10/31,13:39,15:09,496
1666,1667,SYD,BNE,Qantas,QF725,22/09/30,07:42,09:12,407
1667,1668,SYD,BNE,Jetstar,JQ904,22/11/13,21:34,23:04,476
1668,1669,SYD,BNE,Jetstar,JQ523,22/10/25,07:49,09:19,186
1669,1670,SYD,BNE,Jetstar,JQ892,22/10/18,16:45,18:15,199
1670,1671,SYD,BNE,Virgin,VA316,22/12/14,23:05,00:35,333
1671,1672,SYD,BNE,Virgin,VA445,22/09/20,09:26,10:56,435
1672,1673,SYD,BNE,Qantas,QF223,22/09/26,17:32,19:02,189
1673,1674,SYD,BNE,Qantas,QF686,22/10/27,23:35,01:05,354
1674,1675,SYD,BNE,Virgin,VA747,22/09/30,15:42,17:12,53
1675,1676,SYD,BNE,Virgin,VA718,22/10/21,10:18,11:48,81
1676,1677,SYD,BNE,Qantas,QF136,22/11/17,21:04,22:34,441
1677,1678,SYD,BNE,Jetstar,JQ693,22/11/26,06:08,07:38,494
1678,1679,SYD,BNE,Jetstar,JQ971,22/12/11,14:01,15:31,369
1679,1680,SYD,BNE,Jetstar,JQ771,22/10/11,14:05,15:35,220
1680,1681,SYD,BNE,Virgin,VA467,22/12/09,16:47,18:17,90
1681,1682,SYD,BNE,Virgin,VA627,22/12/10,23:06,00:36,93
1682,1683,SYD,BNE,Virgin,VA962,22/09/20,22:39,00:09,247
1683,1684,SYD,BNE,Virgin,VA418,22/12/25,11:51,13:21,62
1684,1685,SYD,BNE,Jetstar,JQ713,22/12/01,18:38,20:08,151
1685,1686,SYD,BNE,Virgin,VA413,22/11/28,23:02,00:32,267
1686,1687,SYD,BNE,Jetstar,JQ647,22/10/31,22:39,00:09,339
1687,1688,SYD,BNE,Qantas,QF265,22/10/04,14:03,15:33,254
1688,1689,SYD,BNE,Qantas,QF859,22/09/28,22:35,00:05,57
1689,1690,SYD,BNE,Qantas,QF614,22/09/20,11:28,12:58,348
1690,1691,SYD,BNE,Jetstar,JQ442,22/10/18,22:21,23:51,53
1691,1692,SYD,BNE,Qantas,QF432,22/12/21,11:11,12:41,175
1692,1693,SYD,BNE,Qantas,QF852,22/11/23,23:30,01:00,467
1693,1694,SYD,BNE,Virgin,VA778,22/10/11,20:20,21:50,282
1694,1695,SYD,BNE,Qantas,QF512,22/10/04,19:50,21:20,81
1695,1696,SYD,BNE,Qantas,QF292,22/11/15,06:37,08:07,498
1696,1697,SYD,BNE,Virgin,VA592,22/12/14,16:55,18:25,493
1697,1698,SYD,BNE,Jetstar,JQ704,22/11/10,14:37,16:07,51
1698,1699,SYD,BNE,Qantas,QF204,22/10/03,14:49,16:19,74
1699,1700,SYD,BNE,Jetstar,JQ552,22/10/31,20:05,21:35,131
1700,1701,SYD,BNE,Jetstar,JQ586,22/10/19,20:59,22:29,355
1701,1702,SYD,BNE,Jetstar,JQ717,22/12/01,07:57,09:27,416
1702,1703,SYD,BNE,Qantas,QF650,22/10/11,11:41,13:11,342
1703,1704,SYD,BNE,Jetstar,JQ755,22/10/15,20:02,21:32,220
1704,1705,SYD,BNE,Virgin,VA542,22/11/20,12:34,14:04,457
1705,1706,SYD,BNE,Jetstar,JQ413,22/12/28,09:23,10:53,480
1706,1707,SYD,BNE,Qantas,QF529,22/12/06,06:10,07:40,370
1707,1708,SYD,BNE,Virgin,VA193,22/10/11,10:07,11:37,439
1708,1709,SYD,BNE,Virgin,VA878,22/10/23,15:37,17:07,340
1709,1710,SYD,BNE,Qantas,QF723,22/11/02,06:11,07:41,468
1710,1711,SYD,BNE,Qantas,QF845,22/10/13,18:33,20:03,265
1711,1712,SYD,BNE,Jetstar,JQ844,22/11/30,12:22,13:52,311
1712,1713,SYD,BNE,Virgin,VA802,22/10/09,15:03,16:33,81
1713,1714,SYD,BNE,Virgin,VA375,22/11/08,19:55,21:25,475
1714,1715,SYD,BNE,Jetstar,JQ184,22/11/08,17:16,18:46,439
1715,1716,SYD,BNE,Jetstar,JQ848,22/12/12,21:20,22:50,282
1716,1717,SYD,BNE,Qantas,QF484,22/11/18,19:03,20:33,180
1717,1718,SYD,BNE,Qantas,QF405,22/09/15,14:32,16:02,121
1718,1719,SYD,BNE,Virgin,VA686,22/10/03,09:23,10:53,324
1719,1720,SYD,BNE,Jetstar,JQ992,22/10/08,23:08,00:38,276
1720,1721,SYD,BNE,Qantas,QF894,22/12/01,13:50,15:20,370
1721,1722,SYD,BNE,Virgin,VA440,22/10/04,22:21,23:51,63
1722,1723,SYD,BNE,Jetstar,JQ322,22/12/25,22:14,23:44,265
1723,1724,SYD,BNE,Jetstar,JQ969,22/11/25,06:59,08:29,419
1724,1725,SYD,BNE,Virgin,VA309,22/12/24,16:07,17:37,322
1725,1726,SYD,BNE,Jetstar,JQ564,22/12/05,20:34,22:04,295
1726,1727,SYD,BNE,Qantas,QF842,22/10/31,07:53,09:23,164
1727,1728,SYD,BNE,Qantas,QF268,22/10/05,13:01,14:31,352
1728,1729,SYD,BNE,Qantas,QF500,22/12/22,17:37,19:07,373
1729,1730,SYD,BNE,Qantas,QF751,22/12/12,11:41,13:11,352
1730,1731,SYD,BNE,Jetstar,JQ846,22/09/26,14:59,16:29,178
1731,1732,SYD,BNE,Jetstar,JQ233,22/10/16,22:26,23:56,498
1732,1733,SYD,BNE,Jetstar,JQ924,22/10/26,20:45,22:15,195
1733,1734,SYD,BNE,Jetstar,JQ586,22/10/08,07:49,09:19,428
1734,1735,SYD,BNE,Virgin,VA310,22/09/29,11:29,12:59,131
1735,1736,SYD,BNE,Jetstar,JQ701,22/12/14,19:48,21:18,78
1736,1737,SYD,BNE,Jetstar,JQ334,22/09/23,14:05,15:35,332
1737,1738,SYD,BNE,Qantas,QF286,22/10/18,14:18,15:48,143
1738,1739,SYD,BNE,Virgin,VA156,22/12/29,07:21,08:51,483
1739,1740,SYD,BNE,Qantas,QF856,22/09/30,22:19,23:49,110
1740,1741,SYD,BNE,Jetstar,JQ493,22/11/17,08:45,10:15,230
1741,1742,SYD,BNE,Virgin,VA129,22/11/20,18:05,19:35,346
1742,1743,SYD,BNE,Jetstar,JQ863,22/11/11,20:37,22:07,210
1743,1744,SYD,BNE,Qantas,QF521,22/11/17,12:18,13:48,382
1744,1745,SYD,BNE,Qantas,QF893,22/12/30,08:25,09:55,113
1745,1746,SYD,BNE,Virgin,VA115,22/12/17,10:36,12:06,425
1746,1747,SYD,BNE,Jetstar,JQ851,22/10/11,06:34,08:04,91
1747,1748,SYD,BNE,Qantas,QF349,22/10/13,13:59,15:29,413
1748,1749,SYD,BNE,Virgin,VA591,22/11/05,18:59,20:29,174
1749,1750,SYD,BNE,Virgin,VA506,22/10/26,16:49,18:19,404
